31708995	rictoradipoq-cre	1
31708995	ucp1-cre	4
31708995	adiponq-cre	2
31708995	myf5-cre	2
31708995	protein4-cre	1
31708995	fabp4-cre	1
23907538	myf5-cre	2
29525607	rosa-cre	2
28673934	sf1-cre	58
28673934	nr5a1-cre	1
30843875	loxp-cre	2
30679672	ap2-cre	1
30679672	adiponectin-cre	1
23303211	lv-cre	4
30017482	ires-cre	5
30017482	vglut2-ires-cre	23
30017482	vglut2-cre	5
30017482	vglut2ires-cre	2
30017482	vglut3-ires-cre	3
30017482	vglut3-cre	1
30017482	vgat-cre	1
30017482	vgat2-ires-cre	1
31189430	wnt1-cre	2
31189430	1)-cre	1
31189430	myf5-cre	1
31189430	sm22-cre	1
26857843	rec2-cre	10
23604004	rip-cre	1
27720451	rosa26-cre	4
27720451	alfp-cre	2
21421848	ap2-cre	8
30772257	myf5)-cre	1
30772257	myf5-cre	3
26161966	eiia-cre	1
25001283	myf5-cre	7
25001283	ap2-cre	2
25001283	hsa-cre	1
25001283	mck-cre	1
27738746	ap2-cre	1
27738746	ucp1-cre	1
23473036	adiponectin-cre	3
23473036	fadn-cre	2
23473036	adp-cre	1
23473036	adn-cre	1
23192980	fabp4-cre	32
23192980	retn-cre	28
23192980	adipoq-cre	8
23192980	nls-cre	2
23192980	adipo-cre	1
23192980	ap2-cre	1
23192980	4-cre	1
23192980	2-cre	1
29343445	adiponectin-cre	1
28988768	adiponectin-cre	9
28988768	ucp1-cre	7
29539415	myf5-cre	2
29539415	adiponectin-cre	1
27414981	ucp-1-cre	1
29153407	ucp1-cre	2
29153407	tg(ubc-cre	1
29153407	adiponectin-cre	1
30524296	df)/lysm-cre	1
25038826	ap2-cre	7
25038826	adipoq)-cre	1
25038826	adipoq-cre	1
25038826	fabp4-cre	1
25038826	adiponectin-cre	1
30203328	myf5-cre	14
30203328	pax3-cre	3
30203328	myod-cre	1
30203328	pax7-cre	1
30203328	prx1-cre	3
30203328	adiponectin-cre	1
31734274	adiponectin-cre	3
27238639	tre-cre	12
27238639	rtta;tre-cre	1
29660453	ires-cre	1
29660453	pomc-cre	1
29235464	cmv-cre	1
27408774	ap2-cre	4
27408774	adipoq-cre	11
26965204	protein-cre	1
28923931	cadherin-cre	8
28923931	tie2-cre	2
28923931	vecadherin-cre	1
25383359	rec2-cre	15
31422874	,-cre	2
26853749	fabp4-cre	1
29728617	myf5-cre	8
29728617	k36m;myf5-cre	3
27633994	eiia-cre	2
31546102	ayu1-cre	1
30398903	ap2-cre	1
23943621	ap2-cre	7
25149824	myf-5-cre	1
27292605	rip-cre	3
30797958	eiia-cre	1
29101431	adipoq-cre	2
29101431	osterix-cre	1
29101431	osx-cre	1
29101431	prx1-cre	1
22733970	1-cre	1
22733970	sim1)-cre	1
22733970	sim1-cre	5
22733970	nestin-cre	2
22733970	sim-cre	1
29719233	th-cre	1
27991864	aav-cre	5
27991864	tph2-cre	1
27991864	agrp-cre	2
27991864	chat-cre	2
28224045	myf5-cre	4
28224045	ap2-cre	1
26269358	fabp4-cre	2
27740628	c;hoc-cre	25
27740628	hoc-cre	4
27740628	c-;hoc-cre	1
27740628	osteocalcin-cre	1
28349097	rip-cre	1
29040444	pomc-cre	3
29801528	t-cre	1
22087241	ap2-cre	5
31279779	adiponectin-cre	6
21317437	1497-cre	2
27818258	lysm-cre	1
27818258	adipoq-cre	1
30190464	adipoq-cre	3
31691152	brd4fl/+/fabp4-cre	2
31691152	brd4fl/+;fabp4-cre	4
29697769	ires-cre	1
21406615	pomc-cre	2
28515438	adiponectin-cre	1
28515438	adipoq-cre	2
23228690	fabp-cre	1
25330806	tre-cre	11
25330806	sox2-cre	4
24709624	ucp1-cre	2
24709624	adiponectin-cre	1
24709624	myh11-cre	2
22561686	tbg-cre	21
22561686	m-cre	1
22561686	albumin-cre	1
22561686	alb-cre	1
22561686	aav2/8-tbg-cre	1
29636366	adiponectin-cre	1
29636366	adipoq-cre	4
29636366	ucp1-cre	1
29636366	myf5-cre	1
28733645	tg(adipoq-cre	1
26317053	myf-5-cre	1
27408773	adipoq-cre	5
27408773	ap2-cre	2
29750781	adipoq-cre	3
29750781	ap2-cre	1
26515423	rip-cre	1
24995979	ucp1-cre	6
24995979	adiponectin-cre	2
26629410	nkx2.1-cre	4
26629410	phox2b-cre	5
26629410	rgs9-cre	2
28246203	myf5-cre	2
28246203	ap2-cre	4
28246203	ucp1-cre	5
28246203	mlclf-cre	1
28246203	pomc-cre	1
28246203	pdx1-cre	1
28246203	mx1-cre	1
27681312	dat-cre	4
27681312	nkx2.1-cre	1
27681312	synapsin-cre	2
11602628	ucp-1-cre	14
11602628	1-cre	2
11602628	irlox/+;ucp-1-cre	2
11602628	lox;ucp-1-cre	2
11602628	ucp1-cre	2
24983316	ap2-cre	12
24983316	adiponectin-cre	3
24983316	iap2-cre	1
24983316	fabp4-cre	1
26854223	fabp4-cre	1
26854223	adiponectin-cre	1
25737949	rip-cre	1
17239664	cmv-cre	1
17239664	c57bl/6cmv-cre	1
23569242	darpp32-cre	2
23569242	rip2-cre	13
23569242	ires-cre	10
23569242	aav1)-cre	1
23569242	ap2-cre	11
23569242	synapsin-cre	1
23569242	syn-cre	4
23569242	nestin-cre	1
23569242	nes-cre	3
23569242	d32-cre	6
23569242	d1r-cre	8
23569242	d2r-cre	6
23569242	sim1)-cre	1
23569242	sf1)-cre	1
23569242	agrp-cre	4
23569242	pomc-cre	3
23569242	vgatires-cre	2
23569242	aav1-cre	10
23569242	aav-cre	5
23569242	sim1-cre	1
23569242	sf1-cre	1
23569242	rip-cre	1
24376405	oxtr-cre	1
30047927	tie2-cre	4
30047927	mhc-cre	1
30047927	cadherin-cre	1
30047927	lysm-cre	3
27015310	ires-cre	1
27015310	pomc-cre	1
26587784	nkx2.1-cre	3
30561530	ap2-cre	1
18830415	cag-cre	2
31474567	tat-cre	10
31474567	tantat-cre	14
29515462	adiponectin-cre	5
29515462	ap2-cre	2
26379628	sim1)-cre	1
28378930	alb-cre	1
28378930	albumin-cre	1
27876792	ap2-cre	5
27876792	adiponectin-cre	4
27876792	ucp1-cre	1
27876792	fabp4-cre	1
27876792	4-cre	1
27151976	adipoq-cre	2
28585199	prx1-cre	6
28585199	cdh5-cre	1
28585199	tie2-cre	1
28585199	vav1-cre	1
28585199	nestin-cre	1
23321074	ap2-cre	17
23321074	adipoq-cre	46
23321074	adiponectin-cre	1
23321074	4-cre	1
23321074	nestin-cre	1
23321074	fabp4-cre	1
20407009	tie2-cre	1
31480627	fabp4-cre	1
21296886	eiia-cre	3
21311043	ad-cre	25
22863804	adiponectin-cre	4
22863804	ad-cre	8
29348847	adipoq)-cre	1
32036385	adiponectin-cre	2
32036385	adipoq-cre	1
28752043	adiponectin-cre	4
28752043	floxadiponectin-cre	1
28752043	ucp1-cre	3
28752043	ubc-cre	5
28752043	tg(ubc-cre	1
31247902	adiponectin-cre	1
29459250	adiponectin-cre	16
29459250	ap2-cre	3
29459250	adipoq-cre	1
29459250	zp3-cre	1
26042202	chat-cre	6
26042202	mcherry-cre	1
26042202	aav-cre	3
26042202	rip-cre	3
26248218	fabp4-cre	17
26248218	4-cre	1
26248218	fabp4)-cre	1
23202295	mlc1f)-cre	1
23202295	mlc1f-cre	2
23202295	albumin-cre	1
26317052	adiponectin-cre	1
26317052	myf5-cre	1
26317052	pax3-cre	1
26317052	myod-cre	1
30653498	adiponectin-cre	3
28459435	th-cre	4
27849358	ucp1-cre	1
27849358	flox;ucp1-cre	1
23388637	fabp4-cre	7
21808063	mck-cre	8
21808063	mhc)-cre	1
21808063	mhc-cre	4
23141464	ap2-cre	4
23141464	tg(fabp4-cre	1
23141464	wnt1-cre	1
23141464	nestin-cre	1
23141464	fabp4-cre	1
23141464	4-cre	1
31233501	ucp1-cre	2
31233501	adiponectin-cre	1
30143607	pomc-cre	1
30143607	agrp-cre	5
31555811	adiponectin-cre	1
29704660	myf5-cre	5
29704660	ucp1-cre	1
29704660	prx1-cre	1
23180827	ap2)-cre	1
23180827	ap2-cre	22
23180827	ad5-cmv-cre	1
23180827	adeno-cre	8
23180827	adenovirus-cre	1
23180827	ad-cre	2
23180827	4-cre	1
23180827	fabp4-cre	1
22940198	myf5-cre	32
22940198	pax3-cre	1
22940198	ap2-cre	1
27097660	adipoq-cre	2
27097660	adiponectin-cre	1
31908033	hydroxylase-cre	1
31908033	th)-cre	1
31908033	th-cre	5
31908033	chr2th-cre	1
28032897	adiponectin-cre	1
28032897	adipoq-cre	1
31014927	aav-cre	10
24035587	rip-cre	2
24035587	pdx1-cre	1
29031721	adipoq-cre	1
29031721	adiponectin-cre	1
25994805	rip-cre	1
20007767	lyzm-cre	1
27974179	ucp1-cre	7
23606415	ucp1-cre	1
29031720	myf5-cre	13
29031720	ires-cre	1
29031720	krt14-cre	9
29031720	mmtv-cre	5
29031720	ucp1ires-cre	1
29031720	ucp1-cre	1
28348166	adipoq-cre	1
29107292	ap2-cre	4
29107292	camk2a-cre	1
29107292	adipoq-cre	5
29107292	adipoq)-cre	1
29107292	fabp4-cre	1
22778221	raav-cre	8
22778221	ravv-cre	1
31748741	adipoq-cre	3
20564208	cag-cre	1
23217260	ap2-cre	3
23217260	4-cre	1
28408241	pdgfra-cre	6
30553769	lyzm-cre	2
22326223	cadherin-cre	8
22326223	myf5-cre	2
28570265	ap2-cre	2
26772600	ap2-cre	1
28872979	vav1-cre	1
28872979	adiponectin-cre	1
28872979	myf5-cre	2
28872979	meox1-cre	1
28872979	pdgfra-cre	4
28872979	prx1-cre	7
28872979	osx1-cre	3
28872979	osx-cre	1
28872979	osterix-cre	1
19345188	ap2-cre	5
25477509	ap2-cre	2
22509299	adipoq-cre	4
22509299	adipoq)-cre	1
22509299	adiponectin-cre	1
31043739	adipoq-cre	10
31043739	slc17a8-ires-cre	1
31043739	dio-adipoq-cre	1
31043739	vglut3ires-cre	1
31043739	adiponetcin-cre	1
31043739	vlug3ires-cre	1
29718710	fgf21liver+/2,alb-cre	2
29718710	alb-cre	1
29718710	fgf21liver2/2,alb-cre	1
31944172	kap-cre	5
31944172	ndrg1-cre	2
31944172	f;ndrg1-cre	1
31944172	pcag-cre	1
24713652	ap2-cre	4
24713652	2-cre	1
